year,to_country,performer,song,performer_orig,song_orig,place_final,points_final
2015,North Macedonia,Daniel Kajmakoski,Autumn Leaves,Leaves,Autumn  Daniel Kajmakoski,,
2015,Finland,Pertti Kurikan Nimipäivät,Aina mun pitää,pitää,Aina mun  Pertti Kurikan Nimipäivät,,
2015,Sweden,Måns Zelmerlöw,Heroes,Heroes, Måns Zelmerlöw,,
2015,Latvia,Aminata,Love Injected,Injected,Love  Aminata,,
2015,Israel,Nadav Guedj,Golden Boy,Boy,Golden  Nadav Guedj,,
2015,Norway,Mørland & Debrah Scarlett,A Monster Like Me,Me,A Monster Like  Mørland & Debrah Scarlett,,
2015,Slovenia,Maraaya,Here for You,You,Here for  Maraaya,,
2015,Cyprus,John Karayiannis,One Thing I Should Have Done,Done,One Thing I Should Have  John Karayiannis,,
2015,Lithuania,Monika & Vaidas,This Time,Time,This  Monika & Vaidas,,
2015,Poland,Monika Kuszyńska,In The Name Of Love,Love,In The Name Of  Monika Kuszyńska,,
2015,Montenegro,Knez,Adio,Adio, Knez,,
2015,Azerbaijan,Elnur Hüseynov,Hour Of The Wolf,Wolf,Hour Of The  Elnur Hüseynov,,
2015,Malta,Amber,Warrior,Warrior, Amber,,
2015,Ireland,Molly Sterling,Playing With Numbers,Numbers,Playing With  Molly Sterling,,
2015,Czechia,Marta Jandová & Václav Noid Bárta,Hope Never Dies,Dies,Hope Never  Marta Jandová & Václav Noid Bárta,,
2015,Portugal,Leonor Andrade,Há um mar que nos separa,separa,Há um mar que nos  Leonor Andrade,,
2015,Iceland,Maria Olafs,Unbroken,Unbroken, Maria Olafs,,
2015,San Marino,Michele Perniola & Anita Simoncini,Chain Of Lights,Lights,Chain Of  Michele Perniola & Anita Simoncini,,
2015,Switzerland,Mélanie René,Time To Shine,Shine,Time To  Mélanie René,,
2016,Ukraine,Jamala,1944,1944, Jamala,1.0,534.0
2016,Australia,Dami Im,Sound of Silence,Silence,Sound of  Dami Im,2.0,511.0
2016,Russia,Sergey Lazarev,You Are the Only One,One,You Are the Only  Sergey Lazarev,3.0,491.0
2016,Bulgaria,Poli Genova,If Love Was a Crime,Crime,If Love Was a  Poli Genova,4.0,307.0
2016,Sweden,Frans,If I Were Sorry,Sorry,If I Were  Frans,5.0,261.0
2016,France,Amir,J'ai cherché,cherché,J'ai  Amir,6.0,257.0
2016,Armenia,Iveta Mukuchyan,LoveWave,LoveWave, Iveta Mukuchyan,7.0,249.0
2016,Poland,Michał Szpak,Color of Your Life,Life,Color of Your  Michał Szpak,8.0,229.0
2016,Lithuania,Donny Montell,I've Been Waiting for This Night,Night,I've Been Waiting for This  Donny Montell,9.0,200.0
2016,Belgium,Laura Tesoro,What's the Pressure,Pressure,What's the  Laura Tesoro,10.0,181.0
2016,Netherlands,Douwe Bob,Slow Down,Down,Slow  Douwe Bob,11.0,153.0
2016,Malta,Ira Losco,Walk on Water,Water,Walk on  Ira Losco,12.0,153.0
2016,Austria,Zoë,Loin d'ici,d'ici,Loin  Zoë,13.0,151.0
2016,Israel,Hovi Star,Made of Stars,Stars,Made of  Hovi Star,14.0,135.0
2016,Latvia,Justs,Heartbeat,Heartbeat, Justs,15.0,132.0
2016,Italy,Francesca Michielin,No Degree of Separation,Separation,No Degree of  Francesca Michielin,16.0,124.0
2016,Azerbaijan,Samra,Miracle,Miracle, Samra,17.0,117.0
2016,Serbia,Sanja Vučić ZAA,Goodbye (Shelter),(Shelter),Goodbye  Sanja Vučić ZAA,18.0,115.0
2016,Hungary,Freddie,Pioneer,Pioneer, Freddie,19.0,108.0
2016,Georgia,Nika Kocharov & Young Georgian Lolitaz,Midnight Gold,Gold,Midnight  Nika Kocharov & Young Georgian Lolitaz,20.0,104.0
2016,Cyprus,Minus One,Alter Ego,Ego,Alter  Minus One,21.0,96.0
2016,Spain,Barei,Say Yay!,Yay!,Say  Barei,22.0,77.0
2016,Croatia,Nina Kraljić,Lighthouse,Lighthouse, Nina Kraljić,23.0,73.0
2016,United Kingdom,Joe & Jake,You're Not Alone,Alone,You're Not  Joe & Jake,24.0,62.0
2016,Czechia,Gabriela Gunčíková,I Stand,Stand,I  Gabriela Gunčíková,25.0,41.0
2016,Germany,Jamie-Lee,Ghost,Ghost, Jamie-Lee,26.0,11.0
2016,Bosnia & Herzegovina,Dalal & Deen feat. Ana Rucner & Jala,Ljubav je,je,Ljubav  Dalal & Deen feat. Ana Rucner & Jala,,
2016,North Macedonia,Kaliopi,Dona,Dona, Kaliopi,,
2016,Belarus,Ivan,Help You Fly,Fly,Help You  Ivan,,
2016,San Marino,Serhat,I Didn't Know,Know,I Didn't  Serhat,,
2016,Norway,Agnete,Icebreaker,Icebreaker, Agnete,,
2016,Montenegro,Highway,The Real Thing,Thing,The Real  Highway,,
2016,Slovenia,ManuElla,Blue and Red,Red,Blue and  ManuElla,,
2016,Iceland,Greta Salóme,Hear Them Calling,Calling,Hear Them  Greta Salóme,,
2016,Finland,Sandhja,Sing It Away,Away,Sing It  Sandhja,,
2016,Ireland,Nicky Byrne,Sunlight,Sunlight, Nicky Byrne,,
2016,Albania,Eneda Tarifa,Fairytale,Fairytale, Eneda Tarifa,,
2016,Greece,Argo,Utopian Land,Land,Utopian  Argo,,
2016,Denmark,Lighthouse X,Soldiers of Love,Love,Soldiers of  Lighthouse X,,
2016,Moldova,Lidia Isac,Falling Stars,Stars,Falling  Lidia Isac,,
2016,Switzerland,Rykka,The Last of Our Kind,Kind,The Last of Our  Rykka,,
2016,Estonia,Jüri Pootsmann,Play,Play, Jüri Pootsmann,,
2016,Russia,Sergey Lazarev,You Are the Only One,One,You Are the Only  Sergey Lazarev,,
2016,Armenia,Iveta Mukuchyan,LoveWave,LoveWave, Iveta Mukuchyan,,
2016,Malta,Ira Losco,Walk on Water,Water,Walk on  Ira Losco,,
2016,Hungary,Freddie,Pioneer,Pioneer, Freddie,,
2016,Netherlands,Douwe Bob,Slow Down,Down,Slow  Douwe Bob,,
2016,Azerbaijan,Samra,Miracle,Miracle, Samra,,
2016,Austria,Zoë,Loin d'ici,d'ici,Loin  Zoë,,
2016,Cyprus,Minus One,Alter Ego,Ego,Alter  Minus One,,
2016,Czechia,Gabriela Gunčíková,I Stand,Stand,I  Gabriela Gunčíková,,
2016,Croatia,Nina Kraljić,Lighthouse,Lighthouse, Nina Kraljić,,
2016,Bosnia & Herzegovina,Dalal & Deen feat. Ana Rucner & Jala,Ljubav je,je,Ljubav  Dalal & Deen feat. Ana Rucner & Jala,,
2016,San Marino,Serhat,I Didn't Know,Know,I Didn't  Serhat,,
2016,Montenegro,Highway,The Real Thing,Thing,The Real  Highway,,
2016,Iceland,Greta Salóme,Hear Them Calling,Calling,Hear Them  Greta Salóme,,
2016,Finland,Sandhja,Sing It Away,Away,Sing It  Sandhja,,
2016,Greece,Argo,Utopian Land,Land,Utopian  Argo,,
2016,Moldova,Lidia Isac,Falling Stars,Stars,Falling  Lidia Isac,,
2016,Estonia,Jüri Pootsmann,Play,Play, Jüri Pootsmann,,
2016,Australia,Dami Im,Sound of Silence,Silence,Sound of  Dami Im,,
2016,Ukraine,Jamala,1944,1944, Jamala,,
2016,Belgium,Laura Tesoro,What's the Pressure,Pressure,What's the  Laura Tesoro,,
2016,Lithuania,Donny Montell,I've Been Waiting for This Night,Night,I've Been Waiting for This  Donny Montell,,
2016,Bulgaria,Poli Genova,If Love Was a Crime,Crime,If Love Was a  Poli Genova,,
2016,Poland,Michał Szpak,Color of Your Life,Life,Color of Your  Michał Szpak,,
2016,Israel,Hovi Star,Made of Stars,Stars,Made of  Hovi Star,,
2016,Latvia,Justs,Heartbeat,Heartbeat, Justs,,
2016,Georgia,Nika Kocharov & Young Georgian Lolitaz,Midnight Gold,Gold,Midnight  Nika Kocharov & Young Georgian Lolitaz,,
2016,Serbia,Sanja Vučić ZAA,Goodbye (Shelter),(Shelter),Goodbye  Sanja Vučić ZAA,,
2016,North Macedonia,Kaliopi,Dona,Dona, Kaliopi,,
2016,Belarus,Ivan,Help You Fly,Fly,Help You  Ivan,,
2016,Norway,Agnete,Icebreaker,Icebreaker, Agnete,,
2016,Slovenia,ManuElla,Blue and Red,Red,Blue and  ManuElla,,
2016,Ireland,Nicky Byrne,Sunlight,Sunlight, Nicky Byrne,,
2016,Albania,Eneda Tarifa,Fairytale,Fairytale, Eneda Tarifa,,
2016,Denmark,Lighthouse X,Soldiers of Love,Love,Soldiers of  Lighthouse X,,
2016,Switzerland,Rykka,The Last of Our Kind,Kind,The Last of Our  Rykka,,
2017,Portugal,Salvador Sobral,Amar pelos dois,dois,Amar pelos  Salvador Sobral,1.0,758.0
2017,Bulgaria,Kristian Kostov,Beautiful Mess,Mess,Beautiful  Kristian Kostov,2.0,615.0
2017,Moldova,Sunstroke Project,Hey Mamma,Mamma,Hey  Sunstroke Project,3.0,374.0
2017,Belgium,Blanche,City Lights,Lights,City  Blanche,4.0,363.0
2017,Sweden,Robin Bengtsson,I Can't Go On,On,I Can't Go  Robin Bengtsson,5.0,344.0
2017,Italy,Francesco Gabbani,Occidentali's Karma,Karma,Occidentali's  Francesco Gabbani,6.0,334.0
2017,Romania,Ilinca feat. Alex Florea,Yodel It!,It!,Yodel  Ilinca feat. Alex Florea,7.0,282.0
2017,Hungary,Joci Pápai,Origo,Origo, Joci Pápai,8.0,200.0
2017,Australia,Isaiah,Don't Come Easy,Easy,Don't Come  Isaiah,9.0,173.0
2017,Norway,Jowst,Grab the Moment,Moment,Grab the  Jowst,10.0,158.0
2017,Netherlands,OG3NE,Lights And Shadows,Shadows,Lights And  OG3NE,11.0,150.0
2017,France,Alma,Requiem,Requiem, Alma,12.0,135.0
2017,Croatia,Jacques Houdek,My Friend,Friend,My  Jacques Houdek,13.0,128.0
2017,Azerbaijan,Dihaj,Skeletons,Skeletons, Dihaj,14.0,120.0
2017,United Kingdom,Lucie Jones,Never Give Up on You,You,Never Give Up on  Lucie Jones,15.0,111.0
2017,Austria,Nathan Trent,Running On Air,Air,Running On  Nathan Trent,16.0,93.0
2017,Belarus,Naviband,Story Of My Life,Life,Story Of My  Naviband,17.0,83.0
2017,Armenia,Artsvik,Fly With Me,Me,Fly With  Artsvik,18.0,79.0
2017,Greece,Demy,This is Love,Love,This is  Demy,19.0,77.0
2017,Denmark,Anja,Where I Am,Am,Where I  Anja,20.0,77.0
2017,Cyprus,Hovig,Gravity,Gravity, Hovig,21.0,68.0
2017,Poland,Kasia Moś,Flashlight,Flashlight, Kasia Moś,22.0,64.0
2017,Israel,Imri Ziv,I Feel Alive,Alive,I Feel  Imri Ziv,23.0,39.0
2017,Ukraine,O.Torvald,Time,Time, O.Torvald,24.0,36.0
2017,Germany,Levina,Perfect Life,Life,Perfect  Levina,25.0,6.0
2017,Spain,Manel Navarro,Do It for Your Lover,Lover,Do It for Your  Manel Navarro,26.0,5.0
2017,Georgia,Tamara Gachechiladze,Keep The Faith,Faith,Keep The  Tamara Gachechiladze,,
2017,Serbia,Tijana Bogićević,In Too Deep,Deep,In Too  Tijana Bogićević,,
2017,Switzerland,Timebelle,Apollo,Apollo, Timebelle,,
2017,Finland,Norma John,Blackbird,Blackbird, Norma John,,
2017,Ireland,Brendan Murray,Dying To Try,Try,Dying To  Brendan Murray,,
2017,Estonia,Koit Toome & Laura,Verona,Verona, Koit Toome & Laura,,
2017,Czechia,Martina Bárta,My Turn,Turn,My  Martina Bárta,,
2017,Albania,Lindita,World,World, Lindita,,
2017,North Macedonia,Jana Burčeska,Dance Alone,Alone,Dance  Jana Burčeska,,
2017,Iceland,Svala,Paper,Paper, Svala,,
2017,Montenegro,Slavko Kalezić,Space,Space, Slavko Kalezić,,
2017,Malta,Claudia Faniello,Breathlessly,Breathlessly, Claudia Faniello,,
2017,Lithuania,Fusedmarc,Rain Of Revolution,Revolution,Rain Of  Fusedmarc,,
2017,Slovenia,Omar Naber,On My Way,Way,On My  Omar Naber,,
2017,Latvia,Triana Park,Line,Line, Triana Park,,
2017,San Marino,Valentina Monetta & Jimmie Wilson,Spirit Of The Night,Night,Spirit Of The  Valentina Monetta & Jimmie Wilson,,
2017,Portugal,Salvador Sobral,Amar pelos dois,dois,Amar pelos  Salvador Sobral,,
2017,Moldova,Sunstroke Project,Hey Mamma,Mamma,Hey  Sunstroke Project,,
2017,Sweden,Robin Bengtsson,I Can't Go On,On,I Can't Go  Robin Bengtsson,,
2017,Belgium,Blanche,City Lights,Lights,City  Blanche,,
2017,Cyprus,Hovig,Gravity,Gravity, Hovig,,
2017,Australia,Isaiah,Don't Come Easy,Easy,Don't Come  Isaiah,,
2017,Armenia,Artsvik,Fly With Me,Me,Fly With  Artsvik,,
2017,Azerbaijan,Dihaj,Skeletons,Skeletons, Dihaj,,
2017,Poland,Kasia Moś,Flashlight,Flashlight, Kasia Moś,,
2017,Greece,Demy,This is Love,Love,This is  Demy,,
2017,Georgia,Tamara Gachechiladze,Keep The Faith,Faith,Keep The  Tamara Gachechiladze,,
2017,Finland,Norma John,Blackbird,Blackbird, Norma John,,
2017,Czechia,Martina Bárta,My Turn,Turn,My  Martina Bárta,,
2017,Albania,Lindita,World,World, Lindita,,
2017,Iceland,Svala,Paper,Paper, Svala,,
2017,Montenegro,Slavko Kalezić,Space,Space, Slavko Kalezić,,
2017,Slovenia,Omar Naber,On My Way,Way,On My  Omar Naber,,
2017,Latvia,Triana Park,Line,Line, Triana Park,,
2017,Bulgaria,Kristian Kostov,Beautiful Mess,Mess,Beautiful  Kristian Kostov,,
2017,Hungary,Joci Pápai,Origo,Origo, Joci Pápai,,
2017,Israel,Imri Ziv,I Feel Alive,Alive,I Feel  Imri Ziv,,
2017,Netherlands,OG3NE,Lights And Shadows,Shadows,Lights And  OG3NE,,
2017,Norway,Jowst,Grab the Moment,Moment,Grab the  Jowst,,
2017,Romania,Ilinca feat. Alex Florea,Yodel It!,It!,Yodel  Ilinca feat. Alex Florea,,
2017,Austria,Nathan Trent,Running On Air,Air,Running On  Nathan Trent,,
2017,Croatia,Jacques Houdek,My Friend,Friend,My  Jacques Houdek,,
2017,Belarus,Naviband,Story Of My Life,Life,Story Of My  Naviband,,
2017,Denmark,Anja,Where I Am,Am,Where I  Anja,,
2017,Serbia,Tijana Bogićević,In Too Deep,Deep,In Too  Tijana Bogićević,,
2017,Switzerland,Timebelle,Apollo,Apollo, Timebelle,,
2017,Ireland,Brendan Murray,Dying To Try,Try,Dying To  Brendan Murray,,
2017,Estonia,Koit Toome & Laura,Verona,Verona, Koit Toome & Laura,,
2017,North Macedonia,Jana Burčeska,Dance Alone,Alone,Dance  Jana Burčeska,,
2017,Malta,Claudia Faniello,Breathlessly,Breathlessly, Claudia Faniello,,
2017,Lithuania,Fusedmarc,Rain Of Revolution,Revolution,Rain Of  Fusedmarc,,
2017,San Marino,Valentina Monetta & Jimmie Wilson,Spirit Of The Night,Night,Spirit Of The  Valentina Monetta & Jimmie Wilson,,
2018,Israel,Netta,Toy,Toy, Netta,1.0,529.0
2018,Cyprus,Eleni Foureira,Fuego,Fuego, Eleni Foureira,2.0,436.0
2018,Austria,Cesár Sampson,Nobody But You,You,Nobody But  Cesár Sampson,3.0,342.0
2018,Germany,Michael Schulte,You Let Me Walk Alone,Alone,You Let Me Walk  Michael Schulte,4.0,340.0
2018,Italy,Ermal Meta & Fabrizio Moro,Non mi avete fatto niente,niente,Non mi avete fatto  Ermal Meta & Fabrizio Moro,5.0,308.0
2018,Czechia,Mikolas Josef,Lie To Me,Me,Lie To  Mikolas Josef,6.0,281.0
2018,Sweden,Benjamin Ingrosso,Dance You Off,Off,Dance You  Benjamin Ingrosso,7.0,274.0
2018,Estonia,Elina Nechayeva,La forza,forza,La  Elina Nechayeva,8.0,245.0
2018,Denmark,Rasmussen,Higher Ground,Ground,Higher  Rasmussen,9.0,226.0
2018,Moldova,DoReDos,My Lucky Day,Day,My Lucky  DoReDos,10.0,209.0
2018,Albania,Eugent Bushpepa,Mall,Mall, Eugent Bushpepa,11.0,184.0
2018,Lithuania,Ieva Zasimauskaitė,When We're Old,Old,When We're  Ieva Zasimauskaitė,12.0,181.0
2018,France,Madame Monsieur,Mercy,Mercy, Madame Monsieur,13.0,173.0
2018,Bulgaria,Equinox,Bones,Bones, Equinox,14.0,166.0
2018,Norway,Alexander Rybak,That's How You Write a Song,Song,That's How You Write a  Alexander Rybak,15.0,144.0
2018,Ireland,Ryan O'Shaughnessy,Together,Together, Ryan O'Shaughnessy,16.0,136.0
2018,Ukraine,Mélovin,Under The Ladder,Ladder,Under The  Mélovin,17.0,130.0
2018,Netherlands,Waylon,Outlaw In 'Em,'Em,Outlaw In  Waylon,18.0,121.0
2018,Serbia,Sanja Ilić & Balkanika,Nova deca,deca,Nova  Sanja Ilić & Balkanika,19.0,113.0
2018,Australia,Jessica Mauboy,We Got Love,Love,We Got  Jessica Mauboy,20.0,99.0
2018,Hungary,AWS,Viszlát nyár,nyár,Viszlát  AWS,21.0,93.0
2018,Slovenia,Lea Sirk,"Hvala, ne!",ne!,"Hvala,  Lea Sirk",22.0,64.0
2018,Spain,Amaia & Alfred,Tu canción,canción,Tu  Amaia & Alfred,23.0,61.0
2018,United Kingdom,SuRie,Storm,Storm, SuRie,24.0,48.0
2018,Finland,Saara Aalto,Monsters,Monsters, Saara Aalto,25.0,46.0
2018,Portugal,Cláudia Pascoal,O jardim,jardim,O  Cláudia Pascoal,26.0,39.0
2018,Romania,The Humans,Goodbye,Goodbye, The Humans,,
2018,Latvia,Laura Rizzotto,Funny Girl,Girl,Funny  Laura Rizzotto,,
2018,Malta,Christabelle,Taboo,Taboo, Christabelle,,
2018,Azerbaijan,Aisel,X My Heart,Heart,X My  Aisel,,
2018,Belgium,Sennek,A Matter of Time,Time,A Matter of  Sennek,,
2018,Switzerland,Zibbz,Stones,Stones, Zibbz,,
2018,Poland,Gromee feat. Lukas Meijer,Light Me Up,Up,Light Me  Gromee feat. Lukas Meijer,,
2018,Greece,Yianna Terzi,Oniro mou,mou,Oniro  Yianna Terzi,,
2018,Armenia,Sevak Khanagyan,Qami,Qami, Sevak Khanagyan,,
2018,Russia,Julia Samoylova,I Won't Break,Break,I Won't  Julia Samoylova,,
2018,Belarus,Alekseev,Forever,Forever, Alekseev,,
2018,Croatia,Franka,Crazy,Crazy, Franka,,
2018,Montenegro,Vanja Radovanović,Inje,Inje, Vanja Radovanović,,
2018,San Marino,Jessika feat. Jenifer Brening,Who We Are,Are,Who We  Jessika feat. Jenifer Brening,,
2018,Georgia,Ethno-Jazz Band Iriao,For You,You,For  Ethno-Jazz Band Iriao,,
2018,North Macedonia,Eye Cue,Lost And Found,Found,Lost And  Eye Cue,,
2018,Iceland,Ari Ólafsson,Our Choice,Choice,Our  Ari Ólafsson,,
2018,Israel,Netta,Toy,Toy, Netta,,
2018,Cyprus,Eleni Foureira,Fuego,Fuego, Eleni Foureira,,
2018,Czechia,Mikolas Josef,Lie To Me,Me,Lie To  Mikolas Josef,,
2018,Austria,Cesár Sampson,Nobody But You,You,Nobody But  Cesár Sampson,,
2018,Estonia,Elina Nechayeva,La forza,forza,La  Elina Nechayeva,,
2018,Ireland,Ryan O'Shaughnessy,Together,Together, Ryan O'Shaughnessy,,
2018,Bulgaria,Equinox,Bones,Bones, Equinox,,
2018,Albania,Eugent Bushpepa,Mall,Mall, Eugent Bushpepa,,
2018,Lithuania,Ieva Zasimauskaitė,When We're Old,Old,When We're  Ieva Zasimauskaitė,,
2018,Finland,Saara Aalto,Monsters,Monsters, Saara Aalto,,
2018,Azerbaijan,Aisel,X My Heart,Heart,X My  Aisel,,
2018,Belgium,Sennek,A Matter of Time,Time,A Matter of  Sennek,,
2018,Switzerland,Zibbz,Stones,Stones, Zibbz,,
2018,Greece,Yianna Terzi,Oniro mou,mou,Oniro  Yianna Terzi,,
2018,Armenia,Sevak Khanagyan,Qami,Qami, Sevak Khanagyan,,
2018,Belarus,Alekseev,Forever,Forever, Alekseev,,
2018,Croatia,Franka,Crazy,Crazy, Franka,,
2018,North Macedonia,Eye Cue,Lost And Found,Found,Lost And  Eye Cue,,
2018,Iceland,Ari Ólafsson,Our Choice,Choice,Our  Ari Ólafsson,,
2018,Norway,Alexander Rybak,That's How You Write a Song,Song,That's How You Write a  Alexander Rybak,,
2018,Sweden,Benjamin Ingrosso,Dance You Off,Off,Dance You  Benjamin Ingrosso,,
2018,Moldova,DoReDos,My Lucky Day,Day,My Lucky  DoReDos,,
2018,Australia,Jessica Mauboy,We Got Love,Love,We Got  Jessica Mauboy,,
2018,Denmark,Rasmussen,Higher Ground,Ground,Higher  Rasmussen,,
2018,Ukraine,Mélovin,Under The Ladder,Ladder,Under The  Mélovin,,
2018,Netherlands,Waylon,Outlaw In 'Em,'Em,Outlaw In  Waylon,,
2018,Slovenia,Lea Sirk,"Hvala, ne!",ne!,"Hvala,  Lea Sirk",,
2018,Serbia,Sanja Ilić & Balkanika,Nova deca,deca,Nova  Sanja Ilić & Balkanika,,
2018,Hungary,AWS,Viszlát nyár,nyár,Viszlát  AWS,,
2018,Romania,The Humans,Goodbye,Goodbye, The Humans,,
2018,Latvia,Laura Rizzotto,Funny Girl,Girl,Funny  Laura Rizzotto,,
2018,Malta,Christabelle,Taboo,Taboo, Christabelle,,
2018,Poland,Gromee feat. Lukas Meijer,Light Me Up,Up,Light Me  Gromee feat. Lukas Meijer,,
2018,Russia,Julia Samoylova,I Won't Break,Break,I Won't  Julia Samoylova,,
2018,Montenegro,Vanja Radovanović,Inje,Inje, Vanja Radovanović,,
2018,San Marino,Jessika feat. Jenifer Brening,Who We Are,Are,Who We  Jessika feat. Jenifer Brening,,
2018,Georgia,Ethno-Jazz Band Iriao,For You,You,For  Ethno-Jazz Band Iriao,,
2019,Netherlands,Duncan Laurence,Arcade,Arcade, Duncan Laurence,1.0,498.0
2019,Italy,Mahmood,Soldi,Soldi, Mahmood,2.0,472.0
2019,Russia,Sergey Lazarev,Scream,Scream, Sergey Lazarev,3.0,370.0
2019,Switzerland,Luca Hänni,She Got Me,Me,She Got  Luca Hänni,4.0,364.0
2019,Sweden,John Lundvik,Too Late for Love,Love,Too Late for  John Lundvik,5.0,334.0
2019,Norway,KEiiNO,Spirit In The Sky,Sky,Spirit In The  KEiiNO,6.0,331.0
2019,North Macedonia,Tamara Todevska,Proud,Proud, Tamara Todevska,7.0,305.0
2019,Azerbaijan,Chingiz,Truth,Truth, Chingiz,8.0,302.0
2019,Australia,Kate Miller-Heidke,Zero Gravity,Gravity,Zero  Kate Miller-Heidke,9.0,284.0
2019,Iceland,Hatari,Hatrið mun sigra,sigra,Hatrið mun  Hatari,10.0,232.0
2019,Czechia,Lake Malawi,of a Friend,Friend, of a  Lake Malawi,11.0,157.0
2019,Denmark,Leonora,Love is Forever,Forever,Love is  Leonora,12.0,120.0
2019,Cyprus,Tamta,Replay,Replay, Tamta,13.0,109.0
2019,Malta,Michela,Chameleon,Chameleon, Michela,14.0,107.0
2019,Slovenia,Zala Kralj & Gašper Šantl,Sebi,Sebi, Zala Kralj & Gašper Šantl,15.0,105.0
2019,France,Bilal Hassani,Roi,Roi, Bilal Hassani,16.0,105.0
2019,Albania,Jonida Maliqi,Ktheju tokës,tokës,Ktheju  Jonida Maliqi,17.0,90.0
2019,Serbia,Nevena Božović,Kruna,Kruna, Nevena Božović,18.0,89.0
2019,San Marino,Serhat,Say Na,Na,Say    Serhat,19.0,77.0
2019,Estonia,Victor Crone,Storm,Storm, Victor Crone,20.0,76.0
2019,Greece,Katerine Duska,Better Love,Love,Better  Katerine Duska,21.0,74.0
2019,Spain,Miki,La venda,venda,La  Miki,22.0,54.0
2019,Israel,Kobi Marimi,Home,Home, Kobi Marimi,23.0,35.0
2019,Belarus,Zena,Like It,It,Like  Zena,24.0,31.0
2019,Germany,S!sters,Sister,Sister, S!sters,25.0,24.0
2019,United Kingdom,Michael Rice,Bigger Than Us,Us,Bigger Than  Michael Rice,26.0,11.0
2019,Poland,Tulia,Pali się,się,Pali  Tulia,,
2019,Hungary,Joci Pápai,Az én apám,apám,Az én  Joci Pápai,,
2019,Lithuania,Jurij Veklenko,Run with the Lions,Lions,Run with the  Jurij Veklenko,,
2019,Moldova,Anna Odobescu,Stay,Stay, Anna Odobescu,,
2019,Belgium,Eliot,Wake Up,Up,Wake  Eliot,,
2019,Romania,Ester Peony,On a Sunday,Sunday,On a  Ester Peony,,
2019,Georgia,Oto Nemsadze,Keep on Going,Going,Keep on  Oto Nemsadze,,
2019,Croatia,Roko,The Dream,Dream,The  Roko,,
2019,Portugal,Conan Osíris,Telemóveis,Telemóveis, Conan Osíris,,
2019,Latvia,Carousel,That Night,Night,That  Carousel,,
2019,Armenia,Srbuk,Walking Out,Out,Walking  Srbuk,,
2019,Montenegro,D mol,Heaven,Heaven, D mol,,
2019,Finland,Darude feat. Sebastian Rejman,Look Away,Away,Look  Darude feat. Sebastian Rejman,,
2019,Austria,Pænda,Limits,Limits, Pænda,,
2019,Ireland,Sarah McTernan,22,22, Sarah McTernan,,
2019,Australia,Kate Miller-Heidke,Zero Gravity,Gravity,Zero  Kate Miller-Heidke,,
2019,Czechia,Lake Malawi,of a Friend,Friend, of a  Lake Malawi,,
2019,Iceland,Hatari,Hatrið mun sigra,sigra,Hatrið mun  Hatari,,
2019,Estonia,Victor Crone,Storm,Storm, Victor Crone,,
2019,Greece,Katerine Duska,Better Love,Love,Better  Katerine Duska,,
2019,Slovenia,Zala Kralj & Gašper Šantl,Sebi,Sebi, Zala Kralj & Gašper Šantl,,
2019,Serbia,Nevena Božović,Kruna,Kruna, Nevena Božović,,
2019,San Marino,Serhat,Say Na,Na,Say    Serhat,,
2019,Cyprus,Tamta,Replay,Replay, Tamta,,
2019,Belarus,Zena,Like It,It,Like  Zena,,
2019,Poland,Tulia,Pali się,się,Pali  Tulia,,
2019,Hungary,Joci Pápai,Az én apám,apám,Az én  Joci Pápai,,
2019,Belgium,Eliot,Wake Up,Up,Wake  Eliot,,
2019,Georgia,Oto Nemsadze,Keep on Going,Going,Keep on  Oto Nemsadze,,
2019,Portugal,Conan Osíris,Telemóveis,Telemóveis, Conan Osíris,,
2019,Montenegro,D mol,Heaven,Heaven, D mol,,
2019,Finland,Darude feat. Sebastian Rejman,Look Away,Away,Look  Darude feat. Sebastian Rejman,,
2019,Netherlands,Duncan Laurence,Arcade,Arcade, Duncan Laurence,,
2019,North Macedonia,Tamara Todevska,Proud,Proud, Tamara Todevska,,
2019,Sweden,John Lundvik,Too Late for Love,Love,Too Late for  John Lundvik,,
2019,Switzerland,Luca Hänni,She Got Me,Me,She Got  Luca Hänni,,
2019,Azerbaijan,Chingiz,Truth,Truth, Chingiz,,
2019,Russia,Sergey Lazarev,Scream,Scream, Sergey Lazarev,,
2019,Norway,KEiiNO,Spirit In The Sky,Sky,Spirit In The  KEiiNO,,
2019,Malta,Michela,Chameleon,Chameleon, Michela,,
2019,Albania,Jonida Maliqi,Ktheju tokës,tokës,Ktheju  Jonida Maliqi,,
2019,Denmark,Leonora,Love is Forever,Forever,Love is  Leonora,,
2019,Lithuania,Jurij Veklenko,Run with the Lions,Lions,Run with the  Jurij Veklenko,,
2019,Moldova,Anna Odobescu,Stay,Stay, Anna Odobescu,,
2019,Romania,Ester Peony,On a Sunday,Sunday,On a  Ester Peony,,
2019,Croatia,Roko,The Dream,Dream,The  Roko,,
2019,Latvia,Carousel,That Night,Night,That  Carousel,,
2019,Armenia,Srbuk,Walking Out,Out,Walking  Srbuk,,
2019,Austria,Pænda,Limits,Limits, Pænda,,
2019,Ireland,Sarah McTernan,22,22, Sarah McTernan,,
2021,Italy,Måneskin,Zitti e buoni,buoni,Zitti e  Måneskin,1.0,524.0
2021,France,Barbara Pravi,Voilà,Voilà, Barbara Pravi,2.0,499.0
